iter	RMSE
0	0.1562054856
1	0.1508224033
2	0.1454420103
3	0.1404740691
4	0.1355038488
5	0.1307648419
6	0.1262648098
7	0.122185841
8	0.1181361387
9	0.1143294686
10	0.1109361275
11	0.1075878399
12	0.1044382048
13	0.1013269265
14	0.09841684557
15	0.09571882459
16	0.09311986683
17	0.09070192139
18	0.08843889073
19	0.08619058125
20	0.08406226295
21	0.08210714514
22	0.08028164562
23	0.07849058203
24	0.0768241734
25	0.07527936772
26	0.07384356053
27	0.07244880894
28	0.07106448684
29	0.06989739193
30	0.06873312701
31	0.06762947018
32	0.06663821078
33	0.06559937415
34	0.06468015035
35	0.06373274045
36	0.06290646231
37	0.06216737584
38	0.0613724129
39	0.06062771577
40	0.05996713423
41	0.05931236014
42	0.05872588173
43	0.05813669513
44	0.05756529236
45	0.05697378857
46	0.0564897061
47	0.05601406731
48	0.05552113437
49	0.05511326814
50	0.05466299047
51	0.05428873093
52	0.05395545182
53	0.05359623091
54	0.05325318604
55	0.0528953184
56	0.0525936906
57	0.05228656222
58	0.05198606326
59	0.05171302138
60	0.05140310128
61	0.05114433783
62	0.05091692303
63	0.05070017294
64	0.05041594514
65	0.05015574967
66	0.04993337913
67	0.04970268734
68	0.04950730671
69	0.0492786838
70	0.04911899009
71	0.04889594553
72	0.04870433754
73	0.04849430777
74	0.04829159034
75	0.04811654138
76	0.04796212005
77	0.04777606997
78	0.04764458869
79	0.04746422432
80	0.04729841283
81	0.04716837504
82	0.04702220346
83	0.0468686042
84	0.04670023105
85	0.04656117088
86	0.04641428826
87	0.04629626104
88	0.04615153196
89	0.04605960924
90	0.04591902345
91	0.04577369268
92	0.04564629291
93	0.04557438171
94	0.04547121977
95	0.04530955154
96	0.04515543497
97	0.04508765138
98	0.04496951565
99	0.04488230809
100	0.0447768447
101	0.04469455289
102	0.04463825707
103	0.04453685404
104	0.04443219079
105	0.04432590566
106	0.04418874716
107	0.04414203413
108	0.04399775046
109	0.04393736378
110	0.04383727916
111	0.04373692762
112	0.04367448071
113	0.04356131771
114	0.04349118186
115	0.04333923579
116	0.04324353105
117	0.04315210061
118	0.04301894196
119	0.04294489124
120	0.04288112957
121	0.04280114137
122	0.04270330287
123	0.04263119053
124	0.04255804118
125	0.0424612087
126	0.04238786938
127	0.04230247963
128	0.04224690903
129	0.04214576156
130	0.04202290131
131	0.0419460088
132	0.04182287972
133	0.04175679915
134	0.04163961462
135	0.04158332081
136	0.04148383574
137	0.04140958637
138	0.04129463736
139	0.04125228962
140	0.04119600907
141	0.04113528664
142	0.04102701709
143	0.04092908761
144	0.04080395383
145	0.04068123264
146	0.04056921664
147	0.04048655964
148	0.04038266609
149	0.04026438593
150	0.04019424262
151	0.0401201976
152	0.04005840999
153	0.03997405257
154	0.03986003471
155	0.03977545999
156	0.03966168433
157	0.03952634012
158	0.03943255361
159	0.03933747209
160	0.03924014359
161	0.03915010839
162	0.03903737567
163	0.03892828047
164	0.03886333699
165	0.0387760188
166	0.03868587976
167	0.03857048367
168	0.03847876855
169	0.03840856009
170	0.03832924572
171	0.0382391829
172	0.03816082395
173	0.03807835108
174	0.0379998461
175	0.03791674995
176	0.03785161565
177	0.03779101535
178	0.03772395509
179	0.03760098039
180	0.03752548914
181	0.0374513417
182	0.03734142065
183	0.03725463392
184	0.03718414694
185	0.03709298059
186	0.03703491734
187	0.03695266318
188	0.03685075551
189	0.0367628537
190	0.0366551155
191	0.03658808446
192	0.03649244061
193	0.03642726516
194	0.03633653605
195	0.03625204471
196	0.03617616773
197	0.0360827285
198	0.03599036826
199	0.03589260493
200	0.03579849578
201	0.03568708817
202	0.03558383426
203	0.03549377604
204	0.03541344424
205	0.03531132555
206	0.03522915883
207	0.0350999773
208	0.03501577982
209	0.03494388611
210	0.03485618701
211	0.03472880707
212	0.03463737361
213	0.03459542384
214	0.03451609324
215	0.03442023744
216	0.03438161711
217	0.03430699688
218	0.03422466336
219	0.03416085178
220	0.03406771977
221	0.03397765246
222	0.03390686676
223	0.03381122068
224	0.03376881585
225	0.03372451122
226	0.0336406346
227	0.03356663214
228	0.03346803347
229	0.03343765641
230	0.03336508819
231	0.03332798664
232	0.03327485666
233	0.03323891881
234	0.03320600045
235	0.03312971578
236	0.03301391733
237	0.03293854685
238	0.0329057216
239	0.03282759806
240	0.03275833608
241	0.0327241635
242	0.03266952227
243	0.03256063032
244	0.03249429823
245	0.03239428502
246	0.03229967183
247	0.03219049448
248	0.03211454831
249	0.0320021159
250	0.03196917137
251	0.03188110517
252	0.0317921562
253	0.03171803002
254	0.03165638153
255	0.03158016537
256	0.03149826234
257	0.03145015099
258	0.03142067298
259	0.03134331536
260	0.03126983512
261	0.03118747127
262	0.03111454508
263	0.03102267604
264	0.03091764189
265	0.03083687224
266	0.03076476147
267	0.03068139857
268	0.03061321933
269	0.03051479222
270	0.03043876245
271	0.03038055141
272	0.03032754928
273	0.03028458261
274	0.03021873822
275	0.0301416684
276	0.03007952171
277	0.03001693375
278	0.02995178604
279	0.02989837629
280	0.0298222432
281	0.02975876344
282	0.02966536402
283	0.02960753193
284	0.02953873871
285	0.0294826132
286	0.02942655449
287	0.02936773692
288	0.02931025524
289	0.02925850545
290	0.02921128111
291	0.02918966495
292	0.02913836328
293	0.02906611268
294	0.02901555749
295	0.02895126845
296	0.02888067304
