iter	RMSE
297	0.02881141645
298	0.02876489178
299	0.02870214206
300	0.02865957453
301	0.02862054966
302	0.02858974661
303	0.02853530312
304	0.02847821655
305	0.02841913779
306	0.02839492066
307	0.0283370826
308	0.02827033795
309	0.0282520331
310	0.02822813109
311	0.02821801001
312	0.02816844869
313	0.02811396468
314	0.02806005748
315	0.02800445593
316	0.02794269486
317	0.02789953714
318	0.02784824
319	0.02780243224
320	0.02775508389
321	0.02769655107
322	0.02765991574
323	0.02761364002
324	0.02754878539
325	0.02752321034
326	0.02747931701
327	0.02744867605
328	0.02738565405
329	0.0273139466
330	0.0272781286
331	0.02722793544
332	0.02718191978
333	0.02712416751
334	0.02709611615
335	0.02706094392
336	0.02701832121
337	0.02696885613
338	0.02690808197
339	0.0268545392
340	0.02681893435
341	0.02675789496
342	0.02671605596
343	0.02666659402
344	0.02662219312
345	0.02657651269
346	0.02651472935
347	0.02647191496
348	0.02640862744
349	0.02636178083
350	0.02632047001
351	0.02627701758
352	0.02623586677
353	0.02619038385
354	0.02615004115
355	0.02609174099
356	0.02605746718
357	0.02601186834
358	0.02596265148
359	0.02590813912
360	0.02586949173
361	0.0258533618
362	0.02581430217
363	0.02577445536
364	0.02575651119
365	0.02573595093
366	0.02570126239
367	0.02564298991
368	0.02557851679
369	0.02553532816
370	0.02549287765
371	0.02546178029
372	0.02541851827
373	0.02537300571
374	0.02529771206
375	0.02528219683
376	0.02522853264
377	0.02519573725
378	0.02519111564
379	0.02513114431
380	0.02510241422
381	0.02506797134
382	0.02502213214
383	0.02498513632
384	0.02494464228
385	0.02493717298
386	0.02489537599
387	0.02486537556
388	0.02483185827
389	0.02481941955
390	0.0247689036
391	0.02473025314
392	0.02468491023
393	0.02464208481
394	0.0245880759
395	0.02454033065
396	0.02448660343
397	0.02446866525
398	0.02444167266
399	0.02439748485
400	0.02435331665
401	0.02432667573
402	0.02429236512
403	0.02427551442
404	0.02422206165
405	0.02420749477
406	0.02416249052
407	0.02413983889
408	0.0241026396
409	0.02407313845
410	0.02405986462
411	0.02401159349
412	0.02399939882
413	0.02395258712
414	0.02389772921
415	0.02386643188
416	0.02381601388
417	0.02380071419
418	0.02375155483
419	0.02370337961
420	0.02368101267
421	0.0236561411
422	0.0236414847
423	0.02359916705
424	0.0235701692
425	0.02352326435
426	0.02350243875
427	0.0234622143
428	0.02343207927
429	0.02339676088
430	0.02334042469
431	0.02328592098
432	0.02326438787
433	0.02322898306
434	0.02320368114
435	0.02317027859
436	0.02315616337
437	0.02312583937
438	0.02308827576
439	0.02305074104
440	0.02299042324
441	0.02298414825
442	0.02295651533
443	0.02295332696
444	0.02291987365
445	0.0229037411
446	0.0228887866
447	0.02284962245
448	0.02280362579
449	0.02279880204
450	0.02276075884
451	0.02270508979
452	0.02267607374
453	0.02266100923
454	0.02263479967
455	0.02259813721
456	0.02258182107
457	0.02255323612
458	0.02250114271
459	0.02247746569
460	0.02242768758
461	0.02240308665
462	0.02235869236
463	0.02233871801
464	0.02228556191
465	0.02225591854
466	0.02221399998
467	0.02218498907
468	0.02217525339
469	0.02217265245
470	0.02216090397
471	0.02212656253
472	0.02208461669
473	0.02205618831
474	0.02201005031
475	0.02197319099
476	0.02194399746
477	0.02189823913
478	0.02188352659
479	0.02187533202
480	0.02182884407
481	0.02180376928
482	0.02175807207
483	0.02172722799
484	0.0216925482
485	0.02163085082
486	0.02159280974
487	0.02156342848
488	0.02153774066
489	0.02152067052
490	0.02150181443
491	0.02145829046
492	0.02142981807
493	0.02140099582
494	0.02136245305
495	0.021338194
496	0.02131174061
497	0.02127996441
498	0.02125138369
499	0.02123189352
500	0.02121324138
501	0.02118416428
502	0.02115545789
503	0.02112842912
504	0.02110374145
505	0.0210850918
506	0.02104138234
507	0.02100590707
508	0.02099547868
509	0.02096159332
510	0.02092414524
511	0.02088767256
512	0.02085833594
513	0.02084989986
514	0.02082130199
515	0.02079462981
516	0.02076334212
517	0.02073842154
518	0.02073307112
519	0.02071276238
520	0.02068371216
521	0.02066581236
522	0.02063937438
523	0.02060787389
524	0.02058645918
525	0.02054209558
526	0.02051535259
527	0.02049117408
528	0.02046529055
529	0.02043184945
530	0.02039562543
531	0.02038577254
532	0.02035333594
533	0.02032650616
534	0.02029617764
535	0.02026786891
536	0.02023620838
537	0.02021797185
538	0.02018229936
539	0.02014700137
540	0.02011643857
541	0.02009604722
542	0.02006581859
543	0.02004144916
544	0.02002980954
545	0.0200154851
546	0.02000101249
547	0.01997779488
548	0.01994667509
549	0.01991551724
550	0.01988136763
551	0.01985639235
552	0.01983728375
553	0.01981942131
554	0.01979886228
555	0.01977308395
556	0.01975910639
557	0.01974185134
558	0.0197234036
559	0.01968940734
560	0.01966962945
561	0.0196466969
562	0.01961422718
563	0.01958814536
564	0.01956809619
565	0.01955374927
566	0.01952667964
567	0.01947354029
568	0.01943987627
569	0.01940363478
570	0.01935501321
571	0.01931869725
572	0.01929062465
573	0.0192547873
574	0.01924767418
575	0.0192026849
576	0.01917903796
577	0.01915637835
578	0.01914424082
579	0.01911011969
580	0.01908409023
581	0.0190783111
582	0.01902923335
583	0.01900959454
584	0.01900758654
585	0.01897744807
586	0.01895420151
587	0.01892104504
588	0.01889851154
589	0.01888230348
590	0.01883763857
591	0.01880732525
592	0.01877466948
593	0.01875052307
594	0.01873822444
595	0.01870972783
596	0.01869961057
597	0.01867181009
598	0.01865340284
599	0.01861904776
600	0.01859772497
601	0.0185643238
602	0.01854797835
603	0.01851286438
604	0.01848869016
605	0.0184770162
606	0.01846682654
607	0.01844830419
608	0.01842843727
609	0.01841833606
610	0.01839698269
611	0.01839143082
612	0.01837657379
613	0.01835697394
614	0.01831466103
615	0.01828863205
616	0.01827893066
617	0.01825396179
618	0.01823222689
619	0.01821349488
620	0.0181884407
621	0.01816310276
622	0.01813780804
623	0.0181171349
624	0.01810552628
625	0.01809056718
626	0.0180666621
627	0.01804201702
628	0.0180134309
629	0.01799216083
630	0.01797633249
631	0.01795634918
632	0.01792858093
633	0.01791953134
634	0.01789186224
635	0.017851331
636	0.01782656272
637	0.01780917439
638	0.01778700824
639	0.01775486309
640	0.01773209416
641	0.01771497657
642	0.01767874298
643	0.01764486757
644	0.01761087892
645	0.01758930279
646	0.01755327151
647	0.01754393538
648	0.01751547414
649	0.01749532221
650	0.01747321247
651	0.01745003327
652	0.01744191092
653	0.01742795124
654	0.01739858061
655	0.01737836128
656	0.01735749461
657	0.01733811263
658	0.01730783767
659	0.01729027426
660	0.01727165324
661	0.01723905498
662	0.01721172149
663	0.01719217586
664	0.01716320036
665	0.01715453294
666	0.01713729928
667	0.01710141621
668	0.01708055151
669	0.01705251481
670	0.01703148462
671	0.0170097386
672	0.01699599428
673	0.01697761836
674	0.01695307412
675	0.0169265815
676	0.01690612342
677	0.01687658494
678	0.01684809635
679	0.01683809481
680	0.01679591713
681	0.01677843859
682	0.01676472731
683	0.01675259453
684	0.01672947977
685	0.0167127216
686	0.0166910539
687	0.0166718248
688	0.01666316727
689	0.01665197872
690	0.01662471634
691	0.01660427256
692	0.01658688557
693	0.01657890334
694	0.01656336579
695	0.016542571
696	0.01652442298
697	0.01649005632
698	0.01647552261
699	0.01643879042
700	0.01641528089
701	0.01638984173
702	0.01638753212
703	0.01636724867
704	0.0163435601
705	0.01632317253
706	0.01630050646
707	0.0162870039
708	0.01627487178
709	0.01625512156
710	0.0162398941
711	0.01621852672
712	0.01621402021
713	0.01619383213
714	0.0161625521
715	0.01614162725
716	0.01613402213
717	0.01611469267
718	0.0160906001
719	0.01608193556
720	0.016057878
721	0.01603429212
722	0.01600717007
723	0.01598262851
724	0.01597246429
725	0.01596128092
726	0.01594411707
727	0.01592708734
728	0.01591681121
729	0.01589737459
730	0.01587514281
731	0.01585667734
732	0.0158353626
733	0.01581691601
734	0.01579244433
735	0.01576967799
736	0.01574520046
737	0.01573495696
738	0.0157208137
739	0.01569938112
740	0.01567841857
741	0.01566503587
742	0.01563947689
743	0.01562296673
744	0.01559869554
745	0.01558003213
746	0.01556185156
747	0.01554233538
748	0.01552211679
749	0.01550169953
750	0.01548007079
751	0.01546599224
752	0.01544980316
753	0.01542460811
754	0.0154057302
755	0.01539244424
756	0.01538463129
757	0.01536422041
758	0.01534865748
759	0.0153324592
760	0.01532445352
761	0.01530050202
762	0.01528313289
763	0.01525976164
764	0.01523949395
765	0.01523487941
766	0.01521272145
767	0.01520443182
768	0.01517717035
769	0.01515872221
770	0.01514053623
771	0.01512056404
772	0.0150945006
773	0.01506927641
774	0.01505147408
775	0.01502171755
776	0.01500070557
777	0.01499885744
778	0.01498329951
779	0.01496609841
780	0.01494709545
781	0.01492200539
782	0.0149042092
783	0.01488274174
784	0.01486113139
785	0.01484896231
786	0.01483065785
787	0.01481107911
788	0.01479061162
789	0.01478311613
790	0.01476623312
791	0.01474067761
792	0.01472292661
793	0.01470615186
794	0.01468755341
795	0.01467361574
796	0.01465907191
797	0.0146409076
798	0.01462030953
799	0.01461459159
800	0.0146014622
801	0.01458310942
802	0.01456569522
803	0.01454938641
804	0.01454223683
805	0.0145331525
806	0.01451849217
807	0.01450199248
808	0.014479502
809	0.01445790522
810	0.0144424187
811	0.01442237506
812	0.01440836066
813	0.01439273031
814	0.01437873007
815	0.01436665665
816	0.01434681892
817	0.01433085992
818	0.01431754359
819	0.01430604222
820	0.01428676392
821	0.01428162083
822	0.01426431853
823	0.01424998857
824	0.01423547092
825	0.01421197482
826	0.01420600365
827	0.01417707417
828	0.01417059454
829	0.01416445387
830	0.01414972837
831	0.01412244309
832	0.01410528178
833	0.0140911621
834	0.01407517761
835	0.01404505346
836	0.01402621386
837	0.01400867897
838	0.01399416356
839	0.01398187474
840	0.01396109338
841	0.01394146228
842	0.01392239167
843	0.0139034319
844	0.01388904721
845	0.01388174237
846	0.01386274578
847	0.01385855792
848	0.01384399442
849	0.01384025079
850	0.01382104934
851	0.01380375687
852	0.01379172383
853	0.01377773189
854	0.01376791649
855	0.01375430047
856	0.01373104976
857	0.01372712238
858	0.01371174631
859	0.01370669901
860	0.01369510242
861	0.01368025301
862	0.01366545691
863	0.01364509379
864	0.01363126314
865	0.01361482547
866	0.01359048926
867	0.01357374354
868	0.01355573621
869	0.01354012843
870	0.01352517029
871	0.01351913594
872	0.01350498102
873	0.0134850434
874	0.01347553791
875	0.01345893047
876	0.0134384531
877	0.01341900286
878	0.01340540275
879	0.0133888456
880	0.01338252049
881	0.01337649454
882	0.01335895098
883	0.01334747769
884	0.01333574087
885	0.01332225276
886	0.01331541082
887	0.01331296744
888	0.01329539775
889	0.01327280555
890	0.01325610009
891	0.01324194827
892	0.01322430019
893	0.01320784066
894	0.01319731352
895	0.01318198941
896	0.01316617661
897	0.01314835051
898	0.01313355535
899	0.01311848515
900	0.01311277928
901	0.01309926923
902	0.01308776751
903	0.0130698067
904	0.0130539403
905	0.01304202752
906	0.01303648481
907	0.01302232657
908	0.01301091071
909	0.01299559577
910	0.01299083517
911	0.0129710809
912	0.01295681994
913	0.01294390711
914	0.01292249104
915	0.01290458849
916	0.01289417448
917	0.01286475553
918	0.01285143013
919	0.01283665228
920	0.0128285643
921	0.01281137401
922	0.01279942297
923	0.01278481016
924	0.01277053311
925	0.01275797959
926	0.01273898191
927	0.01273574813
928	0.01272117669
929	0.0127046858
930	0.01268225796
931	0.01266791122
932	0.0126555677
933	0.01264605617
934	0.01262989482
935	0.01261339247
936	0.01260990647
937	0.012599827
938	0.01259351043
939	0.01257819693
940	0.01255964667
941	0.01254657849
942	0.01252865015
943	0.01251611541
944	0.01249393067
945	0.0124773716
946	0.01246846394
947	0.01245508568
948	0.01244820712
949	0.01243027009
950	0.01242072296
951	0.012407536
952	0.01240008999
953	0.01239875172
954	0.01237910367
955	0.01236871573
956	0.0123609011
957	0.01235258636
958	0.01233820692
959	0.0123181487
960	0.01231391137
961	0.0122991286
962	0.01228900827
963	0.01227149088
964	0.01225560224
965	0.01224475517
966	0.01222970127
967	0.01222253329
968	0.01222109169
969	0.01220234983
970	0.01218737162
971	0.01217266413
972	0.01215958156
973	0.01214902878
974	0.01214239468
975	0.01212468793
976	0.01211568936
977	0.01209155156
978	0.01208280563
979	0.012067928
980	0.01205724654
981	0.0120417317
982	0.01203335579
983	0.01201868176
984	0.01200379697
985	0.01199297892
986	0.01198480218
987	0.01196773813
988	0.0119626073
989	0.01194948319
990	0.01193448327
991	0.01192547988
992	0.01190641091
993	0.01189802271
994	0.01188563106
995	0.01187635721
996	0.01187098704
997	0.01186466122
998	0.0118466547
999	0.01183314743
